Tools,Port 0x01: JJH Probe  s/n:3E4C880C,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Passive Strays,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427357,1781282722.618633881,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427357,1781282722.618633881,1,OK,0.8940412,0.4305960,0.1180911,-0.0364949,98.494,222.943,-1677.430,0.4171721,3,OK,98.513,222.735,-1677.706,OK,50.247,165.735,-1737.083,OK,11.418,219.518,-1655.838,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427357,1781282722.618633881,1,OK,0.8961073,-0.3641856,0.0052364,-0.2536398,69.153,-367.528,-1512.859,0.5628538,3,OK,69.629,-368.062,-1512.513,OK,54.341,-291.795,-1575.954,OK,-12.298,-324.517,-1529.394,Passive Strays,843427357,1781282722.618,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.269,521.671,-2091.873,OK,362.319,571.373,-2129.120,Saturated,355.722,496.715,-2138.131,OK,101.336,-208.613,-1708.544
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427360,1781282722.668633881,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427360,1781282722.668633881,1,OK,0.8942197,0.4300804,0.1186322,-0.0364462,98.524,223.071,-1677.633,0.4758701,3,OK,98.563,222.827,-1677.959,OK,50.283,165.817,-1737.127,OK,11.428,219.594,-1655.961,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427360,1781282722.668633881,1,OK,0.8947432,-0.3683666,0.0041865,-0.2524342,69.327,-366.055,-1512.450,0.5602921,3,OK,69.805,-366.580,-1512.103,OK,54.291,-290.922,-1576.216,OK,-12.259,-323.387,-1529.265,Passive Strays,843427360,1781282722.668,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.272,521.686,-2091.940,OK,362.311,571.391,-2129.133,Saturated,355.725,496.727,-2138.148,OK,101.317,-208.417,-1708.497
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427363,1781282722.718633880,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427363,1781282722.718633880,1,OK,0.8940843,0.4304686,0.1182581,-0.0364024,98.521,223.002,-1677.612,0.4414494,3,OK,98.549,222.780,-1677.908,OK,50.288,165.784,-1737.218,OK,11.433,219.546,-1656.002,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427363,1781282722.718633880,1,OK,0.8931908,-0.3731437,0.0026257,-0.2509324,69.648,-364.276,-1511.717,0.5567169,3,OK,70.126,-364.793,-1511.367,OK,54.330,-289.867,-1576.249,OK,-12.077,-322.038,-1528.919,Passive Strays,843427363,1781282722.718,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.260,521.671,-2091.837,OK,362.308,571.380,-2129.115,Saturated,355.720,496.701,-2138.092,OK,101.414,-208.375,-1708.369
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427366,1781282722.768633881,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427366,1781282722.768633881,1,OK,0.8940405,0.4306501,0.1178699,-0.0365880,98.536,222.961,-1677.394,0.4241251,3,OK,98.576,222.760,-1677.667,OK,50.272,165.779,-1737.056,OK,11.443,219.555,-1655.842,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427366,1781282722.768633881,1,OK,0.8913783,-0.3787364,0.0006498,-0.2490042,70.068,-362.171,-1510.651,0.5534126,3,OK,70.553,-362.674,-1510.304,OK,54.409,-288.635,-1576.076,OK,-11.849,-320.476,-1528.310,Passive Strays,843427366,1781282722.768,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.281,521.672,-2091.943,OK,362.335,571.398,-2129.223,Saturated,355.724,496.703,-2138.097,OK,101.502,-208.341,-1708.189
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427369,1781282722.818633881,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427369,1781282722.818633881,1,OK,0.8941488,0.4302093,0.1186464,-0.0366192,98.549,223.018,-1677.412,0.4416919,3,OK,98.579,222.802,-1677.702,OK,50.254,165.768,-1736.940,OK,11.487,219.566,-1655.734,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427369,1781282722.818633881,1,OK,0.8892091,-0.3849873,-0.0009569,-0.2471658,70.530,-359.980,-1509.512,0.5544834,3,OK,71.009,-360.481,-1509.152,OK,54.535,-287.372,-1575.930,OK,-11.573,-318.825,-1527.579,Passive Strays,843427369,1781282722.818,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.280,521.693,-2091.958,OK,362.323,571.391,-2129.131,Saturated,355.744,496.737,-2138.179,OK,101.646,-208.266,-1707.895
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427372,1781282722.868633881,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427372,1781282722.868633881,1,OK,0.8939866,0.4304874,0.1188313,-0.0367117,98.558,222.977,-1677.329,0.4148310,3,OK,98.588,222.771,-1677.604,OK,50.233,165.744,-1736.903,OK,11.507,219.532,-1655.599,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427372,1781282722.868633881,1,OK,0.8871530,-0.3910571,-0.0035559,-0.2449924,70.947,-357.611,-1508.449,0.5526769,3,OK,71.437,-358.099,-1508.091,OK,54.591,-286.014,-1575.832,OK,-11.354,-317.094,-1527.082,Passive Strays,843427372,1781282722.868,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.276,521.665,-2091.874,Saturated,362.323,571.378,-2129.100,Saturated,355.736,496.715,-2138.130,OK,101.803,-208.230,-1707.598
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427375,1781282722.918633881,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427375,1781282722.918633881,1,OK,0.8940120,0.4304857,0.1186220,-0.0367890,98.557,222.932,-1677.234,0.4192058,3,OK,98.593,222.740,-1677.493,OK,50.207,165.715,-1736.807,OK,11.517,219.497,-1655.561,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427375,1781282722.918633881,1,OK,0.8846515,-0.3980537,-0.0060453,-0.2427104,71.376,-354.944,-1507.375,0.5552694,3,OK,71.873,-355.425,-1507.010,OK,54.628,-284.488,-1575.850,OK,-11.129,-315.106,-1526.576,Passive Strays,843427375,1781282722.918,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.262,521.642,-2091.899,OK,362.307,571.350,-2129.105,Saturated,355.713,496.690,-2138.117,OK,101.895,-208.191,-1707.524
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427378,1781282722.968633880,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427378,1781282722.968633880,1,OK,0.8940864,0.4300270,0.1197155,-0.0368032,98.568,223.034,-1677.278,0.4628649,3,OK,98.605,222.801,-1677.590,OK,50.199,165.756,-1736.674,OK,11.533,219.531,-1655.411,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427378,1781282722.968633880,1,OK,0.8818802,-0.4056472,-0.0084472,-0.2401380,71.830,-352.001,-1506.385,0.5437534,3,OK,72.323,-352.461,-1506.024,OK,54.642,-282.799,-1576.008,OK,-10.906,-312.913,-1526.122,Passive Strays,843427378,1781282722.968,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.279,521.686,-2091.925,OK,362.306,571.361,-2129.054,Saturated,355.704,496.688,-2138.011,OK,101.979,-208.057,-1707.508
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427381,1781282723.018633881,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427381,1781282723.018633881,1,OK,0.8939583,0.4304656,0.1190770,-0.0368590,98.572,222.957,-1677.156,0.4246999,3,OK,98.603,222.751,-1677.433,OK,50.205,165.734,-1736.688,OK,11.538,219.508,-1655.389,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427381,1781282723.018633881,1,OK,0.8785530,-0.4143464,-0.0113266,-0.2373467,72.346,-348.742,-1505.266,0.5505366,3,OK,72.836,-349.203,-1504.882,OK,54.700,-280.981,-1576.228,OK,-10.634,-310.513,-1525.632,Passive Strays,843427381,1781282723.018,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.257,521.645,-2091.780,Saturated,362.302,571.352,-2129.042,Saturated,355.729,496.703,-2138.114,OK,102.105,-207.990,-1707.429
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427384,1781282723.068633881,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427384,1781282723.068633881,1,OK,0.8940517,0.4299816,0.1200883,-0.0369620,98.579,223.013,-1677.200,0.4797167,3,OK,98.621,222.773,-1677.522,OK,50.165,165.743,-1736.534,OK,11.557,219.500,-1655.271,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427384,1781282723.068633881,1,OK,0.8751836,-0.4228881,-0.0145247,-0.2345386,72.827,-345.378,-1504.204,0.5478088,3,OK,73.324,-345.823,-1503.820,OK,54.737,-279.121,-1576.437,OK,-10.385,-308.024,-1525.255,Passive Strays,843427384,1781282723.068,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.237,521.607,-2091.731,OK,362.306,571.339,-2129.085,Saturated,355.717,496.680,-2138.103,OK,102.167,-207.897,-1707.180
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427387,1781282723.118633881,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427387,1781282723.118633881,1,OK,0.8939745,0.4302582,0.1196853,-0.0369169,98.599,223.017,-1677.179,0.4509071,3,OK,98.638,222.797,-1677.476,OK,50.198,165.773,-1736.608,OK,11.576,219.527,-1655.315,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427387,1781282723.118633881,1,OK,0.8715854,-0.4318922,-0.0175780,-0.2312987,73.306,-341.764,-1503.197,0.5471751,3,OK,73.808,-342.196,-1502.807,OK,54.705,-277.103,-1576.737,OK,-10.183,-305.374,-1524.863,Passive Strays,843427387,1781282723.118,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.253,521.629,-2091.784,OK,362.317,571.356,-2129.101,Saturated,355.723,496.698,-2138.092,OK,102.325,-207.756,-1707.211
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427390,1781282723.168633879,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427390,1781282723.168633879,1,OK,0.8938978,0.4302956,0.1200940,-0.0370115,98.589,223.063,-1677.137,0.4847657,3,OK,98.625,222.826,-1677.456,OK,50.155,165.849,-1736.497,OK,11.580,219.543,-1655.217,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427390,1781282723.168633879,1,OK,0.8678106,-0.4410890,-0.0204947,-0.2278711,73.783,-338.176,-1502.355,0.5413597,3,OK,74.280,-338.591,-1501.963,OK,54.647,-275.170,-1577.199,OK,-9.996,-302.793,-1524.579,Passive Strays,843427390,1781282723.168,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.273,521.646,-2091.813,OK,362.315,571.385,-2129.093,Saturated,355.724,496.716,-2138.077,OK,102.335,-207.739,-1707.280
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427393,1781282723.218633878,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427393,1781282723.218633878,1,OK,0.8938725,0.4305255,0.1194855,-0.0369177,98.560,222.983,-1677.141,0.4691920,3,OK,98.592,222.756,-1677.445,OK,50.163,165.800,-1736.596,OK,11.537,219.492,-1655.327,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427393,1781282723.218633878,1,OK,0.8643415,-0.4490641,-0.0224045,-0.2252848,74.246,-335.078,-1501.718,0.5461000,3,OK,74.736,-335.490,-1501.309,OK,54.676,-273.481,-1577.660,OK,-9.746,-300.468,-1524.340,Passive Strays,843427393,1781282723.218,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.260,521.659,-2091.877,OK,362.313,571.354,-2129.051,Saturated,355.716,496.678,-2138.014,OK,102.399,-207.718,-1707.432
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427396,1781282723.268633878,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427396,1781282723.268633878,1,OK,0.8933741,0.4317155,0.1189006,-0.0369746,98.590,222.964,-1676.944,0.3865647,3,OK,98.607,222.781,-1677.187,OK,50.176,165.903,-1736.674,OK,11.578,219.525,-1655.198,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427396,1781282723.268633878,1,OK,0.8617825,-0.4549916,-0.0249374,-0.2229165,74.379,-332.470,-1501.520,0.5257503,3,OK,74.870,-332.851,-1501.135,OK,54.487,-272.051,-1578.261,OK,-9.791,-298.586,-1524.594,Passive Strays,843427396,1781282723.268,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.266,521.638,-2091.781,OK,362.328,571.367,-2129.104,Saturated,355.735,496.709,-2138.076,OK,102.463,-207.567,-1707.609
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427399,1781282723.318633878,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427399,1781282723.318633878,1,OK,0.8937077,0.4308474,0.1195546,-0.0369283,98.607,223.092,-1677.266,0.4681588,3,OK,98.645,222.856,-1677.584,OK,50.217,165.951,-1736.765,OK,11.563,219.602,-1655.418,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427399,1781282723.318633878,1,OK,0.8586116,-0.4618630,-0.0274525,-0.2207150,74.624,-329.682,-1501.106,0.5465017,3,OK,75.124,-330.075,-1500.690,OK,54.426,-270.562,-1578.818,OK,-9.709,-296.536,-1524.665,Passive Strays,843427399,1781282723.318,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.286,521.664,-2091.873,OK,362.337,571.392,-2129.148,Saturated,355.729,496.701,-2138.047,OK,102.485,-207.379,-1707.601
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427402,1781282723.368633879,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427402,1781282723.368633879,1,OK,0.8936729,0.4310019,0.1193076,-0.0367678,98.589,223.052,-1677.270,0.4522400,3,OK,98.617,222.824,-1677.575,OK,50.232,165.916,-1736.830,OK,11.545,219.557,-1655.470,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427402,1781282723.368633879,1,OK,0.8547505,-0.4701929,-0.0297312,-0.2177985,75.055,-326.332,-1500.437,0.5381559,3,OK,75.544,-326.706,-1500.023,OK,54.419,-268.796,-1579.230,OK,-9.506,-294.072,-1524.404,Passive Strays,843427402,1781282723.368,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.240,521.625,-2091.746,OK,362.320,571.364,-2129.125,Saturated,355.723,496.689,-2138.078
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427405,1781282723.418633879,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427405,1781282723.418633879,1,OK,0.8934483,0.4314375,0.1193668,-0.0369231,98.628,223.062,-1677.149,0.4166785,3,OK,98.669,222.852,-1677.434,OK,50.230,165.966,-1736.792,OK,11.583,219.591,-1655.310,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427405,1781282723.418633879,1,OK,0.8501791,-0.4798720,-0.0331511,-0.2140547,75.514,-322.285,-1499.675,0.5396713,3,OK,76.011,-322.643,-1499.260,OK,54.363,-266.690,-1579.711,OK,-9.326,-291.171,-1524.212,Passive Strays,843427405,1781282723.418,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.284,521.652,-2091.858,OK,362.334,571.367,-2129.094,Saturated,355.750,496.705,-2138.114
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427408,1781282723.468633878,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427408,1781282723.468633878,1,OK,0.8936187,0.4311541,0.1191101,-0.0369396,98.636,223.060,-1677.192,0.4265667,3,OK,98.674,222.847,-1677.480,OK,50.253,165.941,-1736.805,OK,11.584,219.612,-1655.400,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427408,1781282723.468633878,1,OK,0.8445834,-0.4910076,-0.0367851,-0.2103264,76.014,-317.594,-1498.808,0.5595893,3,OK,76.516,-317.953,-1498.359,OK,54.357,-264.228,-1580.265,OK,-9.082,-287.703,-1523.978,Passive Strays,843427408,1781282723.468,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.260,521.648,-2091.804,OK,362.323,571.395,-2129.153,Saturated,355.724,496.699,-2138.070,OK,102.899,-207.132,-1705.775
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427411,1781282723.518633878,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427411,1781282723.518633878,1,OK,0.8935868,0.4313293,0.1186637,-0.0371015,98.673,223.041,-1677.005,0.4242559,3,OK,98.707,222.852,-1677.263,OK,50.252,165.973,-1736.655,OK,11.645,219.627,-1655.315,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427411,1781282723.518633878,1,OK,0.8387847,-0.5025384,-0.0412938,-0.2054025,76.395,-312.770,-1498.327,0.5531167,3,OK,76.890,-313.106,-1497.876,OK,54.123,-261.864,-1581.185,OK,-9.020,-284.392,-1524.142,Passive Strays,843427411,1781282723.518,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.282,521.642,-2091.891,OK,362.318,571.350,-2129.110,Saturated,355.741,496.683,-2138.123
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427414,1781282723.568633878,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427414,1781282723.568633878,1,OK,0.8937320,0.4309035,0.1191715,-0.0369243,98.633,223.051,-1677.195,0.4468400,3,OK,98.665,222.833,-1677.488,OK,50.248,165.913,-1736.747,OK,11.595,219.588,-1655.415,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427414,1781282723.568633878,1,OK,0.8321246,-0.5149189,-0.0445981,-0.2010922,76.930,-307.566,-1497.863,0.5755832,3,OK,77.405,-307.898,-1497.374,OK,54.074,-259.213,-1582.173,OK,-8.768,-280.556,-1524.152,Passive Strays,843427414,1781282723.568,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,3,OK,371.250,521.652,-2091.799,OK,362.324,571.383,-2129.136,Saturated,355.722,496.700,-2138.053
4,Port 0x01: JJH Probe  s/n:3E4C880C,843427417,1781282723.618633879,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,3,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Port 0x02: JJH T tibia tracker  s/n:3E4C8800,843427417,1781282723.618633879,1,OK,0.8934692,0.4313908,0.1192974,-0.0371870,98.671,223.064,-1676.995,0.4269648,3,OK,98.694,222.850,-1677.281,OK,50.234,165.994,-1736.607,OK,11.646,219.634,-1655.163,Port 0x03: JJH Y femur tracker  s/n:3E4C8801,843427417,1781282723.618633879,1,OK,0.8254263,-0.5269530,-0.0490021,-0.1964453,77.225,-302.453,-1497.659,0.6276024,3,OK,77.704,-302.794,-1497.106,OK,53.841,-256.728,-1583.390,OK,-8.758,-276.962,-1524.532,Passive Strays,843427417,1781282723.618,1,OK,1.0000000,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.0000000,4,OK,371.243,521.620,-2091.757,OK,362.309,571.364,-2129.100,Saturated,355.716,496.699,-2138.099,OK,160.574,-356.953,-1479.646
